Code,Name,Description,NameSort,Logo,SourceLastEdition,SourceISSN,SourceCountry,Language,SourceArchivedSince,SourceFinArchive,SourceDomaine,SourceFrequency,PreviousEdition
VJ_P,Journal des Communes,"Revue professionnelle à destination des collectivités locales s'adressant aux élus municipaux (maires, secrétaires de mairies, conseillers municipaux) et aux responsables administratifs et techniques.",Journal des Communes,vj3_small.gif,2022-05-25T00:00:00,0021-8030,France,,2013-03-01T00:00:00,2022-05-25T00:00:00,Politique et gouvernement,Bimestriel ou trimestriel,2022-01-27T00:00:00
JDO_P,Le Journal des entreprises - Le Brief (Édition Auvergne Rhône-Alpes),"Créé en 2003, Le Journal des Entreprises est un média économique qui éclaire les cadres et dirigeants sur l’économie et les entreprises de leur région.","Journal des entreprises - Le Brief, Le (Édition Auvergne Rhône-Alpes)",jdo_small.gif,2024-11-29T00:00:00,,France,,2022-10-13T00:00:00,,Économie,Quotidien,2024-11-28T00:00:00
ALD_P,Le Journal des entreprises - Le Brief (Édition Bretagne),"Créé en 2003, Le Journal des Entreprises est un média économique qui éclaire les cadres et dirigeants sur l’économie et les entreprises de leur région.","Journal des entreprises - Le Brief, Le (Édition Bretagne)",ald_small.gif,2024-11-29T00:00:00,,France,,2024-02-27T00:00:00,,Économie,Quotidien,2024-11-28T00:00:00
JDL_P,Le Journal des entreprises - Le Brief (Édition Grand Est),"Créé en 2003, Le Journal des Entreprises est un média économique qui éclaire les cadres et dirigeants sur l’économie et les entreprises de leur région.","Journal des entreprises - Le Brief, Le (Édition Grand Est)",jdl_small.gif,2024-11-29T00:00:00,,France,,2022-10-13T00:00:00,,Économie,Quotidien,2024-11-28T00:00:00
JDI_P,Le Journal des entreprises - Le Brief (Édition Hauts-de-France),"Créé en 2003, Le Journal des Entreprises est un média économique qui éclaire les cadres et dirigeants sur l’économie et les entreprises de leur région.","Journal des entreprises - Le Brief, Le (Édition Hauts-de-France)",jdi_small.gif,2024-11-29T00:00:00,,France,,2022-10-13T00:00:00,,Économie,Quotidien,2024-11-28T00:00:00
JEX_P,Le Journal des entreprises - Le Brief (Édition Ille-et-Vilaine),"Créé en 2003, Le Journal des Entreprises est un média économique qui éclaire les cadres et dirigeants sur l’économie et les entreprises de leur région.","Journal des entreprises - Le Brief, Le (Édition Ille-et-Vilaine)",jex_small.gif,2024-02-27T00:00:00,,France,,2022-10-13T00:00:00,2024-02-27T00:00:00,Économie,Quotidien,2024-02-23T00:00:00
JEZ_P,Le Journal des entreprises - Le Brief (Édition Loire-Atlantique - Vendée),"Créé en 2003, Le Journal des Entreprises est un média économique qui éclaire les cadres et dirigeants sur l’économie et les entreprises de leur région. Les deux éditions pluri-départementales, Loire-Atlantique/Vendée et Maine-et Loire/Sarthe/Mayenne deviennent une édition unique « Pays de la Loire ».","Journal des entreprises - Le Brief, Le (Édition Loire-Atlantique - Vendée)",jez_small.gif,2024-03-06T00:00:00,,France,,2022-10-13T00:00:00,2024-03-06T00:00:00,Économie,Quotidien,2024-03-05T00:00:00
JFN_P,Le Journal des entreprises - Le Brief (Édition Normandie),"Créé en 2003, Le Journal des Entreprises est un média économique qui éclaire les cadres et dirigeants sur l’économie et les entreprises de leur région.","Journal des entreprises - Le Brief, Le (Édition Normandie)",jfn_small.gif,2024-11-29T00:00:00,,France,,2022-10-13T00:00:00,,Économie,Quotidien,2024-11-28T00:00:00
JFT_P,Le Journal des entreprises - Le Brief (Édition Occitanie),"Créé en 2003, Le Journal des Entreprises est un média économique qui éclaire les cadres et dirigeants sur l’économie et les entreprises de leur région.","Journal des entreprises - Le Brief, Le (Édition Occitanie)",jft_small.gif,2024-11-29T00:00:00,,France,,2022-10-13T00:00:00,,Économie,Quotidien,2024-11-28T00:00:00
JDV_P,Le Journal des entreprises - Le Brief (Édition Région Sud),"Créé en 2003, Le Journal des Entreprises est un média économique qui éclaire les cadres et dirigeants sur l’économie et les entreprises de leur région.","Journal des entreprises - Le Brief, Le (Édition Région Sud)",jdv_small.gif,2024-11-29T00:00:00,,France,,2022-10-13T00:00:00,,Économie,Quotidien,2024-11-28T00:00:00
JFQ_P,Le Journal des entreprises - Le Brief (Nouvelle-Aquitaine),"Créé en 2003, Le Journal des Entreprises est un média économique qui éclaire les cadres et dirigeants sur l’économie et les entreprises de leur région.","Journal des entreprises - Le Brief, Le (Nouvelle-Aquitaine)",jfq_small.gif,2024-11-29T00:00:00,,France,,2022-10-13T00:00:00,,Économie,Quotidien,2024-11-28T00:00:00
JFG_P,Le Journal des entreprises - Le Brief (Pays de la Loire),"Créé en 2003, Le Journal des Entreprises est un média économique qui éclaire les cadres et dirigeants sur l’économie et les entreprises de leur région.","Journal des entreprises - Le Brief, Le (Pays de la Loire)",jfg_small.gif,2024-11-29T00:00:00,,France,,2022-10-13T00:00:00,,Économie,Quotidien,2024-11-28T00:00:00
JDN_P,Le Journal des entreprises (Édition Auvergne Rhône-Alpes) (Hors-Série),"Créé en 2003, Le Journal des Entreprises est un média économique qui éclaire les cadres et dirigeants sur l’économie et les entreprises de leur région.","Journal des entreprises (Édition Auvergne Rhône-Alpes), Le (Hors-Série)",,2023-11-30T00:00:00,,France,,2022-11-01T00:00:00,,Économie,Annuel,2022-11-01T00:00:00
JDE_P,Le Journal des entreprises (Pays de la Loire),"Créé en 2003, Le Journal des Entreprises est un média économique qui éclaire les cadres et dirigeants sur l’économie et les entreprises de leur région.","Journal des entreprises (Pays de la Loire), Le",jde_small.gif,2024-11-01T00:00:00,2268-7033,France,,2011-02-01T00:00:00,,Économie,Mensuel ou bimensuel,2024-10-01T00:00:00
JDM_P,Le Journal des entreprises (Édition Auvergne Rhône-Alpes),"Créé en 2003, Le Journal des Entreprises est un média économique qui éclaire les cadres et dirigeants sur l’économie et les entreprises de leur région.","Journal des entreprises, Le (Édition Auvergne Rhône-Alpes)",jdm_small.gif,2024-11-01T00:00:00,,France,,2022-10-01T00:00:00,,Économie,Mensuel ou bimensuel,2024-10-01T00:00:00
JDP_P,Le Journal des entreprises (Édition Bretagne),"Créé en 2003, Le Journal des Entreprises est un média économique qui éclaire les cadres et dirigeants sur l’économie et les entreprises de leur région.","Journal des entreprises, Le (Édition Bretagne)",jdp_small.gif,2024-11-01T00:00:00,,France,,2022-10-01T00:00:00,,Économie,Mensuel ou bimensuel,2024-10-01T00:00:00
JDQ_P,Le Journal des entreprises (Édition Bretagne) (Hors-Série),"Créé en 2003, Le Journal des Entreprises est un média économique qui éclaire les cadres et dirigeants sur l’économie et les entreprises de leur région.","Journal des entreprises, Le (Édition Bretagne) (Hors-Série)",jdq_small.gif,2023-11-30T00:00:00,,France,,2022-11-01T00:00:00,,Économie,Annuel,2022-11-01T00:00:00
JDW_P,Le Journal des entreprises (Édition Finistère),"Créé en 2003, Le Journal des Entreprises est un média économique qui éclaire les cadres et dirigeants sur l’économie et les entreprises de leur région. Fusion des quatre éditions départementales bretonnes en une édition régionale « Bretagne » en mars 2024.","Journal des entreprises, Le (Édition Finistère)",jdw_small.gif,2024-02-01T00:00:00,,France,,2022-10-01T00:00:00,2024-02-01T00:00:00,Économie,Mensuel ou bimensuel,2024-01-01T00:00:00
JDX_P,Le Journal des entreprises (Édition Finistère) (Hors-Série),"Créé en 2003, Le Journal des Entreprises est un média économique qui éclaire les cadres et dirigeants sur l’économie et les entreprises de leur région. Fusion des quatre éditions départementales bretonnes en une édition régionale « Bretagne » à partir de mars 2024.","Journal des entreprises, Le (Édition Finistère) (Hors-Série)",jdx_small.gif,2023-11-30T00:00:00,,France,,2022-11-01T00:00:00,2023-11-30T00:00:00,Économie,Annuel,2022-11-01T00:00:00
JDJ_P,Le Journal des entreprises (Édition Grand Est),"Créé en 2003, Le Journal des Entreprises est un média économique qui éclaire les cadres et dirigeants sur l’économie et les entreprises de leur région.","Journal des entreprises, Le (Édition Grand Est)",jdj_small.gif,2024-11-01T00:00:00,,France,,2022-10-01T00:00:00,,Économie,Mensuel ou bimensuel,2024-10-01T00:00:00
JDK_P,Le Journal des entreprises (Édition Grand Est) (Hors-Série),"Créé en 2003, Le Journal des Entreprises est un média économique qui éclaire les cadres et dirigeants sur l’économie et les entreprises de leur région.","Journal des entreprises, Le (Édition Grand Est) (Hors-Série)",jdk_small.gif,2023-11-30T00:00:00,,France,,2022-11-01T00:00:00,,Économie,Annuel,2022-11-01T00:00:00
JDG_P,Le Journal des entreprises (Édition Hauts-de-France),"Créé en 2003, Le Journal des Entreprises est un média économique qui éclaire les cadres et dirigeants sur l’économie et les entreprises de leur région.","Journal des entreprises, Le (Édition Hauts-de-France)",jdg_small.gif,2024-11-01T00:00:00,,France,,2022-10-01T00:00:00,,Économie,Mensuel ou bimensuel,2024-10-01T00:00:00
JDH_P,Le Journal des entreprises (Édition Hauts-de-France) (Hors-Série),"Créé en 2003, Le Journal des Entreprises est un média économique qui éclaire les cadres et dirigeants sur l’économie et les entreprises de leur région.","Journal des entreprises, Le (Édition Hauts-de-France) (Hors-Série)",jdh_small.gif,2023-11-30T00:00:00,,France,,2022-11-01T00:00:00,,Économie,Annuel,2022-11-01T00:00:00
JDZ_P,Le Journal des entreprises (Édition Ille-et-Vilaine),"Créé en 2003, Le Journal des Entreprises est un média économique qui éclaire les cadres et dirigeants sur l’économie et les entreprises de leur région. Fusion des quatre éditions départementales bretonnes en une édition régionale « Bretagne » en mars 2024.

","Journal des entreprises, Le (Édition Ille-et-Vilaine)",jdz_small.gif,2024-03-01T00:00:00,,France,,2022-10-01T00:00:00,2024-03-01T00:00:00,Économie,Mensuel ou bimensuel,2024-02-01T00:00:00
JEW_P,Le Journal des entreprises (Édition Ille-et-Vilaine) (Hors-Série),"Créé en 2003, Le Journal des Entreprises est un média économique qui éclaire les cadres et dirigeants sur l’économie et les entreprises de leur région. Fusion des quatre éditions départementales bretonnes en une édition régionale « Bretagne » en mars 2024.","Journal des entreprises, Le (Édition Ille-et-Vilaine) (Hors-Série)",jew_small.gif,2023-11-30T00:00:00,,France,,2022-11-01T00:00:00,2023-11-30T00:00:00,Économie,Annuel,2022-11-01T00:00:00
JFA_P,Le Journal des entreprises (Édition Lorraine),"Créé en 2003, Le Journal des Entreprises est un média économique qui éclaire les cadres et dirigeants sur l’économie et les entreprises de leur région. Les éditions Alsace et Lorraine se regroupent en une seule édition couvrant l’intégralité de la région « Grand Est ».","Journal des entreprises, Le (Édition Lorraine)",jfa_small.gif,2024-02-01T00:00:00,,France,,2022-11-01T00:00:00,2024-02-01T00:00:00,Économie,Mensuel ou bimensuel,2024-01-01T00:00:00
JFB_P,Le Journal des entreprises (Édition Lorraine) (Hors-Série),"Créé en 2003, Le Journal des Entreprises est un média économique qui éclaire les cadres et dirigeants sur l’économie et les entreprises de leur région. Les éditions Alsace et Lorraine se regroupent en une seule édition couvrant l’intégralité de la région « Grand Est ».","Journal des entreprises, Le (Édition Lorraine) (Hors-Série)",jfb_small.gif,2023-11-30T00:00:00,,France,,2022-11-01T00:00:00,2023-11-30T00:00:00,Économie,Annuel,2022-11-01T00:00:00
JFE_P,Le Journal des entreprises (Édition Maine-et-Loire - Sarthe),"Créé en 2003, Le Journal des Entreprises est un média économique qui éclaire les cadres et dirigeants sur l’économie et les entreprises de leur région. Les deux éditions pluri-départementales, Loire-Atlantique/Vendée et Maine-et Loire/Sarthe/Mayenne deviennent une édition unique « Pays de la Loire ».","Journal des entreprises, Le (Édition Maine-et-Loire - Sarthe)",jfe_small.gif,2024-02-01T00:00:00,,France,,2022-10-01T00:00:00,2024-02-01T00:00:00,Économie,Mensuel ou bimensuel,2024-01-01T00:00:00
JFF_P,Le Journal des entreprises (Édition Maine-et-Loire - Sarthe) (Hors-Série),"Créé en 2003, Le Journal des Entreprises est un média économique qui éclaire les cadres et dirigeants sur l’économie et les entreprises de leur région. Les deux éditions pluri-départementales, Loire-Atlantique/Vendée et Maine-et Loire/Sarthe/Mayenne deviennent une édition unique « Pays de la Loire ».","Journal des entreprises, Le (Édition Maine-et-Loire - Sarthe) (Hors-Série)",jff_small.gif,2023-11-30T00:00:00,,France,,2022-11-01T00:00:00,2023-11-30T00:00:00,Économie,Annuel,2022-11-01T00:00:00
JFH_P,Le Journal des entreprises (Édition Morbihan),"Créé en 2003, Le Journal des Entreprises est un média économique qui éclaire les cadres et dirigeants sur l’économie et les entreprises de leur région. Fusion des quatre éditions départementales bretonnes en une édition régionale « Bretagne » en mars 2024.","Journal des entreprises, Le (Édition Morbihan)",jfh_small.gif,2024-02-01T00:00:00,,France,,2022-10-01T00:00:00,2024-02-01T00:00:00,Économie,Mensuel ou bimensuel,2024-01-01T00:00:00
JFJ_P,Le Journal des entreprises (Édition Morbihan) (Hors-Série),"Créé en 2003, Le Journal des Entreprises est un média économique qui éclaire les cadres et dirigeants sur l’économie et les entreprises de leur région. Fusion des quatre éditions départementales bretonnes en une édition régionale « Bretagne » en mars 2024.","Journal des entreprises, Le (Édition Morbihan) (Hors-Série)",jfj_small.gif,2023-11-30T00:00:00,,France,,2022-11-01T00:00:00,2023-11-30T00:00:00,Économie,Annuel,2022-11-01T00:00:00
JFL_P,Le Journal des entreprises (Édition Normandie),"Créé en 2003, Le Journal des Entreprises est un média économique qui éclaire les cadres et dirigeants sur l’économie et les entreprises de leur région.","Journal des entreprises, Le (Édition Normandie)",jfl_small.gif,2024-11-01T00:00:00,,France,,2022-10-01T00:00:00,,Économie,Mensuel ou bimensuel,2024-10-01T00:00:00
JFM_P,Le Journal des entreprises (Édition Normandie) (Hors-Série),"Créé en 2003, Le Journal des Entreprises est un média économique qui éclaire les cadres et dirigeants sur l’économie et les entreprises de leur région.","Journal des entreprises, Le (Édition Normandie) (Hors-Série)",jfm_small.gif,2023-11-30T00:00:00,,France,,2022-11-01T00:00:00,,Économie,Annuel,2022-11-01T00:00:00
JFO_P,Le Journal des entreprises (Édition Nouvelle Aquitaine),"Créé en 2003, Le Journal des Entreprises est un média économique qui éclaire les cadres et dirigeants sur l’économie et les entreprises de leur région.","Journal des entreprises, Le (Édition Nouvelle Aquitaine)",jfo_small.gif,2024-11-01T00:00:00,,France,,2022-10-01T00:00:00,,Économie,Mensuel ou bimensuel,2024-10-01T00:00:00
JFP_P,Le Journal des entreprises (Édition Nouvelle Aquitaine) (Hors-Série),"Créé en 2003, Le Journal des Entreprises est un média économique qui éclaire les cadres et dirigeants sur l’économie et les entreprises de leur région.","Journal des entreprises, Le (Édition Nouvelle Aquitaine) (Hors-Série)",jfp_small.gif,2023-11-30T00:00:00,,France,,2022-11-01T00:00:00,,Économie,Annuel,2022-11-01T00:00:00
JFR_P,Le Journal des entreprises (Édition Occitanie),"Créé en 2003, Le Journal des Entreprises est un média économique qui éclaire les cadres et dirigeants sur l’économie et les entreprises de leur région.","Journal des entreprises, Le (Édition Occitanie)",jfr_small.gif,2024-11-01T00:00:00,,France,,2022-11-01T00:00:00,,Économie,Mensuel ou bimensuel,2024-10-01T00:00:00
JFS_P,Le Journal des entreprises (Édition Occitanie) (Hors-Série),"Créé en 2003, Le Journal des Entreprises est un média économique qui éclaire les cadres et dirigeants sur l’économie et les entreprises de leur région.","Journal des entreprises, Le (Édition Occitanie) (Hors-Série)",jfs_small.gif,2023-11-30T00:00:00,,France,,2022-11-01T00:00:00,,Économie,Annuel,2022-11-01T00:00:00
JDT_P,Le Journal des entreprises (Édition Région Sud),"Créé en 2003, Le Journal des Entreprises est un média économique qui éclaire les cadres et dirigeants sur l’économie et les entreprises de leur région.","Journal des entreprises, Le (Édition Région Sud)",jdt_small.gif,2024-11-01T00:00:00,,France,,2022-10-01T00:00:00,,Économie,Mensuel ou bimensuel,2024-10-01T00:00:00
JDU_P,Le Journal des entreprises (Édition Région Sud) (Hors-Série),"Created in Créé en 2003, Le Journal des Entreprises est un média économique qui éclaire les cadres et dirigeants sur l’économie et les entreprises de leur région.","Journal des entreprises, Le (Édition Région Sud) (Hors-Série)",jdu_small.gif,2023-11-30T00:00:00,,France,,2022-11-01T00:00:00,,Économie,Annuel,2022-11-01T00:00:00
JEY_P,Le Journal des entreprises (Pays de la Loire) (Hors-Série),"Créé en 2003, Le Journal des Entreprises est un média économique qui éclaire les cadres et dirigeants sur l’économie et les entreprises de leur région.","Journal des entreprises, Le (Pays de la Loire) (Hors-Série)",jey_small.gif,2023-11-30T00:00:00,,France,,2022-11-01T00:00:00,,Économie,Annuel,2022-11-01T00:00:00
BJF_P,Le Journal des Flottes,"Le Journal des Flottes est un magazine trimestriel spécialisé dans la gestion des véhicules professionnels en France.
","Journal des Flottes, Le",bjf_small.gif,2018-12-11T00:00:00,2427-2256,France,,2017-09-01T00:00:00,2018-12-11T00:00:00,Industrie,Bimestriel ou trimestriel,2018-11-05T00:00:00
FIF_P,Le Journal des Fluides,"Cette revue spécialisée en équipements industriels de traitement des matières liquides, pâteuses ou visqueuses présente l'actualité du secteur aux professionnels des domaines du fluide. La revue couvre ces domaines à travers des articles, des entretiens, des enquêtes et des expertises techniques en plus de présenter des produits nouveaux liés au secteur.
","Journal des Fluides, Le",fif_small.gif,2024-11-08T00:00:00,1765-4963,France,,2019-01-09T00:00:00,,Industrie,Bimestriel ou trimestriel,2024-09-17T00:00:00
JOU_P,Le Journal du Barreau (QC),"Le Journal du Barreau est la publication du monde juridique québécois. Il traite de l'évolution de l'exercice de la profession d'avocat, de différents domaines du droit, du système judiciaire et des aspects du droit liés aux enjeux de société. Le Journal est distribué à tous les membres du barreau, aux étudiants de l'École du Barreau  ainsi qu’à  tous les représentants de la communauté juridique.","Journal du Barreau, Le (QC)",jou2_small.gif,2020-02-01T00:00:00,0833-921X,Canada,,2012-02-01T00:00:00,2020-02-01T00:00:00,Droit,Mensuel ou bimensuel,2019-12-01T00:00:00
FRJ_P,Le Journal du Centre,"Fondé en 1945, Le Journal du Centre est le quotidien du département de la Nièvre. Il parait sept jours sur sept. Sa diffusion mensuelle est de 26,770 copies (2017). Des conditions particulières peuvent s’appliquer pour cette source.
","Journal du Centre, Le",frj_small.gif,2024-11-30T00:00:00,0996-1259,France,,2011-04-26T00:00:00,,Généraliste,Quotidien,2024-11-29T00:00:00
TJO_P,Le Journal du Conseiller,"Supplément du magazine Le Conseiller, média consacré aux domaine des services conseils en finances, le site couvre les nouvelles et événements d'importance dans le secteur au Québec.","Journal du Conseiller, Le",tjo_small.gif,2017-10-01T00:00:00,2290-297X,Canada,,2017-03-01T00:00:00,2017-10-01T00:00:00,"Finance, gestion, assurance",Bimestriel ou trimestriel,2017-09-01T00:00:00
BJP_P,Le Journal du Poids lourd,"Titre de presse professionnel dédié au camions poids lourds : flottes, constructeurs, réparation et entretien de poids lourds.
","Journal du Poids lourd, Le",bjp_small.gif,2018-11-01T00:00:00,2493-2736,France,,2018-03-01T00:00:00,2018-11-01T00:00:00,Transport et logistique,Quadrimestriel,2018-09-01T00:00:00
FIJ_P,Le Journal du Vrac,"Cette revue spécialisée en équipements industriels de traitement des matières premières présente l'actualité du secteur aux professionnels du stockage et de la  manutention des produits en vrac sous forme de poudres, granuleux ou pulvérulents. La revue couvre différents domaines du vrac à travers des articles, des entretiens, des enquêtes, des expertises techniques et des infos pratiques en plus de présenter des produits nouveaux liés au secteur.
","Journal du Vrac, Le",fij_small.gif,2024-11-29T00:00:00,1952-3645,France,,2019-03-11T00:00:00,,Industrie,Bimestriel ou trimestriel,2024-10-01T00:00:00
OK_P,"Journal Habitation (Lévis, Beauce et Portneuf, QC)",Journal spécialisé en habitation couvrant les régions de Québec et de la Beauce.,"Journal Habitation (Lévis, Beauce et Portneuf, QC)",ok_small.gif,2017-04-12T00:00:00,1203-3359,Canada,,2006-08-31T00:00:00,2017-04-12T00:00:00,Consommation,Mensuel ou bimensuel,2017-02-15T00:00:00
CNU_P,"Journal le Guide (Cowansville, QC)",Hebdomadaire communautaire local distribué dans la région de Cowansville et offrant une couverture de l'actualité locale.,"Journal le Guide (Cowansville, QC)",cnu3_small.gif,2024-11-20T00:00:00,,Canada,,2011-02-02T00:00:00,,Généraliste,Hebdomadaire,2024-11-13T00:00:00
VG_P,"Journal Le Nord (Hearst, ON) ","Depuis 1976, l'hebdomadaire Le Nord dessert la communauté francophone du nord-est de l'Ontario.","Journal Le Nord (Hearst, ON) ",vg2_small.gif,2024-11-28T00:00:00,1199-0805,Canada,,2010-09-29T00:00:00,,Généraliste,Hebdomadaire,2024-11-21T00:00:00
FF_P,"Journal Le Nord (St-Jérôme, QC)","Hebdomadaire publié le mercredi à St-Jérôme. Exact reflet de la collectivité qu'il sert, Journal Le Nord est une excellente source de nouvelles locales. Archives manquantes entre le 18 octobre 2017 et le 23 mai 2018.","Journal Le Nord (St-Jérôme, QC)",ff2_small.gif,2024-11-20T00:00:00,,Canada,,2010-09-15T00:00:00,,Généraliste,Hebdomadaire,2024-11-13T00:00:00
JP_P,"The Journal Pioneer (Summerside, PE)",The Journal Pioneer est né de la fusion de deux journaux: « The Journal » fondé à Summerside en 1865 et « The Pioneer » fondé à Alberton en 1875 et déménagé à Summerside en 1880. Aujourd'hui l'un des points importants de sa mission originale reste le même : « informer et divertir les lecteurs locaux avec pertinence et promptitude».,"Journal Pioneer, The (Summerside, PE)",jp2_small.gif,2024-11-28T00:00:00,0837-3337,Canada,,2007-03-14T00:00:00,,Généraliste,Hebdomadaire,2024-11-21T00:00:00
QJJ_P,"Le Journal Saint-François (Valleyfield, QC)","Hebdomadaire desservant la région de Valleyfield au Québec. Exact reflet de la collectivité qu'il sert, Le Journal Saint-François constitue la meilleure et parfois la seule source de nouvelles locales","Journal Saint-François, Le (Valleyfield, QC)",qjj3_small.gif,2024-11-20T00:00:00,2291-3696,Canada,,2014-06-04T00:00:00,,Généraliste,Hebdomadaire,2024-11-13T00:00:00
AKX_P,Jurisprudence automobile,"Le média du droit automobile et des mobilités.
",Jurisprudence automobile,akx_small.gif,2024-11-15T00:00:00,,France,,2024-01-26T00:00:00,,Transport et logistique,Mensuel ou bimensuel,2024-10-10T00:00:00
DR_P,Kawartha Lakes This Week (ON),"Le journal de la ville de Kawartha Lakes, en Ontario. Publié depuis 1989, le journal couvre aussi les communautés avoisinantes",Kawartha Lakes This Week (ON),dr2_small.gif,2023-09-14T00:00:00,,Canada,,2019-02-07T00:00:00,2023-09-14T00:00:00,Généraliste,Hebdomadaire,2023-09-07T00:00:00
PQM_P,Kelowna Capital News (BC),"Il est distribué dans plus de 53 000 résidences et commerces de Kelowna et des communautés avoisinantes de Peachland, Lake Country et Westside.",Kelowna Capital News (BC),pqm_small.gif,2024-11-28T00:00:00,1717-6042,Canada,,2019-09-06T00:00:00,,Généraliste,Hebdomadaire,2024-11-21T00:00:00
IKA_P,The Kemptville Advance (ON),"""Couvre les nouvelles locales, les sports et les activités communautaires de la municipalité de North Grenville avec une emphase sur la communauté de Kemptville, dans le sud-est ontarien. ""","Kemptville Advance, The (ON)",ika2_small.gif,2023-09-14T00:00:00,,Canada,,2019-02-14T00:00:00,2023-09-14T00:00:00,Généraliste,Hebdomadaire,2023-09-07T00:00:00
PPL_P,Kimberley Bulletin (BC),"Journal local de Kimberley, en Colombie-Britannique.",Kimberley Bulletin (BC),ppl_small.gif,2024-11-26T00:00:00,,Canada,,2019-09-03T00:00:00,,Généraliste,Hebdomadaire,2024-11-19T00:00:00
IKF_P,"King Connection (Newmarket, ON)","The King Connection est un journal communautaire ontarien lancé en 2012. Il dessert les communautés de King City, Nobleton, Schomberg, Ansnorveldt, Glenville, Laskay, boule de neige, Holly Park, Linton, la Nouvelle-Ecosse et les régions environnantes, y compris des portions du marais Holland.","King Connection (Newmarket, ON)",ikf2_small.gif,2023-09-14T00:00:00,,Canada,,2019-01-24T00:00:00,2023-09-14T00:00:00,Généraliste,Hebdomadaire,2023-09-07T00:00:00
NE_P,The Kings County Advertiser (NS),The Advertiser est un hebdomadaire régional desservant la ville de Kentville et ses environs dans la province de Nouvelle-Écosse.,"Kings County Advertiser, The (NS)",ne2_small.gif,2016-05-16T00:00:00,,Canada,,2006-04-11T00:00:00,2016-05-16T00:00:00,Généraliste,Hebdomadaire,2016-04-26T00:00:00
NJ_P,Kings County Register (NS),"Kings County Register est un hebdomadaire régional desservant la ville de Berwick en Nouvelle-Écosse. Il propose des reportages, une couverture des sports et des éditoriaux.",Kings County Register (NS),nj_small.gif,2016-04-28T00:00:00,,Canada,,2006-04-13T00:00:00,2016-04-28T00:00:00,Généraliste,Hebdomadaire,2016-04-21T00:00:00
IKH_P,Kitchener Post (ON),"Le Kitchener Post est un journal communautaire desservant la municipalité de Kitchener en Ontario. Il offre des articles d'actualité, d'opinion, des nouvelles sportives, etc.",Kitchener Post (ON),ikh_small.gif,2019-08-29T00:00:00,,Canada,,2019-02-14T00:00:00,2019-08-29T00:00:00,Généraliste,Hebdomadaire,2019-08-22T00:00:00
KD_P,Kitchissippi Times,Couvre l'actualité locale du quartier Kitchissippi de la région d'Ottawa.,Kitchissippi Times,kd_small.gif,2024-11-01T00:00:00,1711-1730,Canada,,2010-12-02T00:00:00,,Généraliste,Mensuel ou bimensuel,2024-10-01T00:00:00
BKN_P,Knack,"Knack est un magazine néerlandophone publié chaque semaine en Belgique. Knack s'intéresse au monde du spectacle, à la culture, au divertissement. Il offre  des entrevues exclusives, des reportages et des critiques variées (film, musique, médias en général, etc.).",Knack,bkn_small.gif,2024-11-13T00:00:00,,Belgique,,2016-09-28T00:00:00,,Généraliste,Hebdomadaire,2024-11-06T00:00:00
BKR_P,De Krant van West-Vlaanderen,De Krant van West-Vlaanderen est un hebdomadaire belge publié en néerlandais. Le journal se décline en 11 éditions régionales différentes.,"Krant van West-Vlaanderen, De",bkr_small.gif,2018-01-05T00:00:00,,Belgique,,2016-10-07T00:00:00,2018-01-05T00:00:00,Généraliste,Hebdomadaire,2017-12-29T00:00:00
BLA_P,Het Laatste Nieuws,"Het Laatste Nieuws est un quotidien belge néerlandophone. Il est, de par sa distribution, l'un des plus grands quotidiens de Belgique. ","Laatste Nieuws, Het",bla_small.gif,2023-02-25T00:00:00,1780-1273,Belgique,,2016-10-17T00:00:00,2023-02-25T00:00:00,Généraliste,Quotidien,2023-02-18T00:00:00
ZQ_P,"The Labrador Voice (Happy Valley - Goose Bay, NL)",The Labrador Voice est un hebdomadaire. Il dessert les villes de Happy Valley et Goose Bay ainsi que les communautés avoisinantes sur la côte du Labrador dans la province de Terre-Neuve.,"Labrador Voice, The (Happy Valley - Goose Bay, NL)",zq3_small.gif,2020-03-25T00:00:00,,Canada,,2006-09-18T00:00:00,2020-03-25T00:00:00,Généraliste,Hebdomadaire,2020-03-18T00:00:00
PQP_P,Lacombe Express (AB),"Un journal communautaire couvrant l'actualité de la région de Lacombe, en Alberta. Il est publié par Black Press Community News Media.",Lacombe Express (AB),,2024-11-28T00:00:00,,Canada,,2019-09-05T00:00:00,,Généraliste,Hebdomadaire,2024-11-21T00:00:00
OY_P,"Le Lac-St-Jean (Alma, QC)","Hebdomadaire desservant la région de Alma au Saguenay Lac-St-Jean. Exact reflet de la collectivité qu'il sert, Le Journal Lac St-Jean constitue la meilleure et parfois la seule source de nouvelles locales.","Lac-St-Jean, Le (Alma, QC)",oy2_small.gif,2024-11-21T00:00:00,1491-1752,Canada,,2006-09-16T00:00:00,,Généraliste,Hebdomadaire,2024-11-14T00:00:00
PQQ_P,Ladysmith Chemainus Chronicle (BC),"Ladysmith Chronicle est publié tous les jeudi avec un tirage de 3,827 exemplaires (2018) dans les communautés de Ladysmith et Chemainus, au centre de l'ile de Vancouver. Fondé en août 1908, le Chronicle est l'un des plus vieux journaux de l'ile de Vancouver.",Ladysmith Chemainus Chronicle (BC),,2024-11-28T00:00:00,0841-3592,Canada,,2019-09-12T00:00:00,,Généraliste,Hebdomadaire,2024-11-21T00:00:00
