Code,Name,Description,NameSort,Logo,SourceLastEdition,SourceISSN,SourceCountry,Language,SourceArchivedSince,SourceFinArchive,SourceDomaine,SourceFrequency,PreviousEdition
UK_P,01 net,"Créé en 1998, 01 net s'adresse à un large public. Son langage est simple et vulgarisateur. Il simplifie les nouvelles technologies et les rend accessibles à tous grâce à une approche pédagogique, consumériste et ludique.",01 net,uk3_small.gif,2024-11-20T00:00:00,2266-7989,France,,2013-03-07T00:00:00,,Informatique et télécommunication,Mensuel ou bimensuel,2024-11-06T00:00:00
UKA_P,01 net - Hors-série,Il s'agit d'un supplément au magazine 01 net. Ce bimestriel est la publication concernant toutes les nouvelles technologies actuelles et comment les utiliser à leur plein potentiel.,01 net - Hors-série,uka2_small.gif,2024-10-31T00:00:00,2268-1280,France,,2014-04-01T00:00:00,,Informatique et télécommunication,Bimestriel ou trimestriel,2024-09-06T00:00:00
UAE_P,"100 Mile House Free Press (South Cariboo, BC)","100 Mile House Free Press dessert la population et les communautés de South Cariboo depuis 1968. Il couvre la région limitée par Lac la Hache au nord et Clinton au sud, et Lac des Roches à l'est.","100 Mile House Free Press (South Cariboo, BC)",uae_small.gif,2024-11-28T00:00:00,,Canada,,2019-08-22T00:00:00,,Généraliste,Hebdomadaire,2024-11-21T00:00:00
QAA_P,"Les 2 Rives (Sorel-Tracy, QC)","Hebdomadaire desservant la région de Sorel-Tracy au Québec. Exact reflet de la collectivité qu'il sert, Les 2 Rives constitue la meilleure et parfois la seule source de nouvelles locales.","2 Rives, Les (Sorel-Tracy, QC)",qaa2_small.gif,2024-11-19T00:00:00,,Canada,,2014-06-03T00:00:00,,Généraliste,Hebdomadaire,2024-11-12T00:00:00
VIM_P,20 Minutes,"20 minutes est un journal gratuit créé en 1999 et publié dans plusieurs pays européens. Il couvre l'actualité et les nouvelles de dernière heure, la société, la politique, l'économie, l'environnement, la culture, le sport, le divertissement, les célébrités, les sports, la technologie et le multimédia.",20 Minutes,,2024-08-09T00:00:00,,France,,2020-12-16T00:00:00,2024-08-09T00:00:00,Généraliste,Bihebdomadaire ou trihebdomadaire,2024-08-02T00:00:00
WV_P,24 Heures (Suisse),"Le quotidien vaudois 24 heures propose quatre éditions spécifiques aux quatre grandes régions du canton de Vaud: Edition Riviera/Chablais, Edition Nord vaudois/Broye, Edition région la Côte, et Edition Lausanne et région. Le premier cahier est dédié à la Suisse, à l'économie, au monde, à la culture. Ce cahier présente également une page divertissement intitulée ""Planète"" et une rubrique sportive régionale. Le second cahier est largement réalisé par les rédactions régionales: cinq à six pages d'informations locales et une page reprenant les principales nouvelles des autres régions, suivies de deux à trois pages d'intérêt général: politique cantonale, actualités lausannoises et vaudoises importantes, faits divers, reportages, société, etc. Quant à la partie ""Services"", elle ferme la marche avec ses rubriques TV, météo, agenda et les conseils pratiques.",24 Heures (Suisse),wv2_small.gif,2024-11-30T00:00:00,1662-7644,Suisse,,2007-06-12T00:00:00,,Généraliste,Quotidien,2024-11-29T00:00:00
AN_P,Acadie Nouvelle,"L'Acadie Nouvelle est publiée à Caraquet, dans la péninsule Acadienne. ""Le quotidien des francophones du Nouveau-Brunswick"" est publié à 36,204 exemplaires (2014), du lundi au samedi. À partir de juillet 2022, l'édition du lundi sera disponible seulement en version numérique. Il s'agit du seul quotidien de langue française à l'est du Québec.",Acadie Nouvelle,an4_small.gif,2024-11-30T00:00:00,0829-1667,Canada,,2006-01-06T00:00:00,,Généraliste,Quotidien,2024-11-29T00:00:00
VAC_P,Acta Endoscopica,"Revue officielle de la Société française d’endoscopie digestive (SFED). Axée sur la formation, la revue propose des dossiers thématiques, des articles originaux sur le matériel, les équipements et les examens ainsi que des textes décrivant des cas cliniques, destinés à améliorer la pratique et enrichir les connaissances des professionnels liés à l’endoscopie digestive.",Acta Endoscopica,vac_small.gif,2017-10-01T00:00:00,0240-642X,France,,2015-02-01T00:00:00,2017-10-01T00:00:00,Santé,Bimestriel ou trimestriel,2017-07-01T00:00:00
EAC_P,Action Co,"Action Commerciale est un magazine destine au dirigeants de PME, directeurs commerciaux, directeurs des ventes et gestionnaire d’équipes. Avec une approche pratique et opérationnelle, le magazine aborde l’actualité commerciale, analyse les stratégies gagnantes, offre des conseils pratiques et propose des études de problématiques et enjeux commerciaux fréquents.",Action Co,eac_small.gif,2024-09-18T00:00:00,0752-5192,France,,2016-04-01T00:00:00,,"Marketing, médias, communication",Bimestriel ou trimestriel,2024-06-25T00:00:00
JS_P,"L'Action D'Autray (Berthierville, QC)","Hebdomadaire desservant la M.R.C. D'Autray dans Lanaudière. Exact reflet de la collectivité qu'il sert, L'Action d'Autray (anciennement L'Écho d'Autray) constitue la meilleure et parfois la seule source de nouvelles locales.","Action D'Autray, L' (Berthierville, QC)",js2_small.gif,2024-11-20T00:00:00,,Canada,,2006-08-13T00:00:00,,Généraliste,Hebdomadaire,2024-11-13T00:00:00
JV_P,L'Action week-end (Joliette),"Hebdomadaire situé à Joliette dans la région Lanaudière. Exact reflet de la collectivité qu'il sert, L'Action constitue la meilleure et parfois la seule source de nouvelles locales.","Action week-end, L' (Joliette)",jv_small.gif,2017-12-20T00:00:00,1922-3277,Canada,,2006-08-13T00:00:00,2017-12-20T00:00:00,Généraliste,Hebdomadaire,2017-11-15T00:00:00
JU_P,"L'Action (Joliette, QC)","Hebdomadaire desservant la région de Joliette dans Lanaudière. Exact reflet de la collectivité qu'il sert, L'Action (anciennement L'Expression) constitue la meilleure et parfois la seule source de nouvelles locales.","Action, L' (Joliette, QC)",ju2_small.gif,2024-11-20T00:00:00,,Canada,,2006-08-09T00:00:00,,Généraliste,Hebdomadaire,2024-11-13T00:00:00
MCA_P,Actu Labo,"Fondé en 2003, Actu Labo couvre les marchés du pharmaceutique et des biotechnologies en France et en Europe. Il fournit toute l'information dont les décideurs ont besoin pour bien connaître leur industrie. Son siège social est à Tours.",Actu Labo,mca3_small.gif,2024-11-27T00:00:00,1764-1837,France,,2015-03-16T00:00:00,,Santé,Bihebdomadaire ou trihebdomadaire,2024-11-13T00:00:00
MCB_P,Actu Labo (english),"Fondé en 2003, Actu Labo couvre les marchés du pharmaceutique et des biotechnologies en France et en Europe. Il fournit toute l'information dont les décideurs ont besoin pour bien connaître leur industrie. Son siège social est à Tours.",Actu Labo (english),mcb_small.gif,2016-02-01T00:00:00,2431-2991,France,,2015-10-19T00:00:00,2016-02-01T00:00:00,Santé,Bihebdomadaire ou trihebdomadaire,2015-12-21T00:00:00
TU_P,L'Actualité,"L'actualité est le plus important magazine d'affaires publiques publié en français au Canada et l'un des grands périodiques de langue française dans le monde. Miroir de la société québécoise, L'actualité offre des reportages, des analyses et des réflexions sur la politique, l'économie, la culture et la société. Le magazine est publié 10 fois par année.","Actualité, L'",tu2_small.gif,2025-01-01T00:00:00,0001-7698,Canada,,2015-06-01T00:00:00,,Généraliste,Mensuel ou bimensuel,2024-12-01T00:00:00
KAS_P,Actualités Sociales Hebdomadaires,"La référence en matière d’action sociale, destinée à tous les professionnels qui oeuvrent au sein d’organisations, associations et groupements visant à améliorer les conditions de vie des populations vulnérables. Le titre couvre les actualités reliées au droit et à l’action sociale, propose des chroniques et des textes en lien avec la pratique du métier de travailleur social et des professions connexes.",Actualités Sociales Hebdomadaires,kas2_small.gif,2024-11-01T00:00:00,1145-8690,France,,2010-01-01T00:00:00,,Droit,Mensuel ou bimensuel,2024-10-01T00:00:00
ZB_P,"Advertiser (Grand Falls-Windsor, NL)",Advertiser est un hebdomadaire. Il dessert la ville de Grand Falls et 14 autres communautés situées dans son marché au centre de la province de Terre-Neuve.,"Advertiser (Grand Falls-Windsor, NL)",zb2_small.gif,2018-07-26T00:00:00,,Canada,,2006-09-21T00:00:00,2018-07-26T00:00:00,Généraliste,Hebdomadaire,2018-07-19T00:00:00
TAB_P,Advisor's Edge,"Advisor est une des principales sources au Canada sur l'industrie financière. Elle couvre les marchés financiers, l'assurance et les placements.",Advisor's Edge,tab_small.gif,2023-03-01T00:00:00,1490-814X,Canada,,2017-03-01T00:00:00,2023-03-01T00:00:00,Économie,Bimestriel ou trimestriel,2022-11-01T00:00:00
TAA_P,Advisor's Edge Report,Advisor's Edge Report offre une vue d'ensemble des nouvelles de l'industrie et une analyse de la gestion de patrimoine.,Advisor's Edge Report,taa_small.gif,2017-12-01T00:00:00,1910-9474,Canada,,2017-01-01T00:00:00,2017-12-01T00:00:00,Économie,Mensuel ou bimensuel,2017-11-01T00:00:00
KB_P,"The Advocate (Pictou County, NS)","La  publication fondatrice de Advocate Media Inc, le Pictou Advocate, est publié depuis plus d'un siècle. Depuis lors, le Pictou Advocate continue de livrer des histoires et du contenu qui informent les résidents de Pictou, New Glascow, River John, Westville, Stellarton et Scotsburn. En tant que journal hebdomadaire, le Pictou Advocate rejoint multiples lecteurs d'une démographique variée. Le Pictou Advocate est une source pour les lecteurs de nouvelles locales, les gardant informés sur les personnalités qui font l'actualité et l'influencent, les héros et les méchants, les sports, les célébrités et les options de mode de vie. Des personnalités importantes en affaires de la région, tout peut être trouvé dans les pages de chaque parution du Pictou Advocate.","Advocate, The (Pictou County, NS)",kb_small.gif,2024-03-06T00:00:00,0844-448X,Canada,,2011-08-24T00:00:00,2024-03-06T00:00:00,Généraliste,Hebdomadaire,2024-02-28T00:00:00
ZA_P,Les Affaires Plus,"Les Affaires Plus est publié 4 fois par année. Le magazine s'adresse aux cadres et dirigeants d'entreprises. Les reportages et chroniques portent sur des sujets d'actualité touchant l'économie, les placements, les finances personnelles et la consommation. Le magazine publie plusieurs dossiers thématiques.","Affaires Plus, Les",za6_small.gif,2024-10-01T00:00:00,1924-4088,Canada,,2005-02-01T00:00:00,,Économie,Bimestriel ou trimestriel,2024-06-01T00:00:00
ZL_P,Les Affaires,"Les Affaires est la principale publication économique et financière francophone d'Amérique du Nord. Le contenu du journal mensuel est axé autour de trois pôles : l'actualité économique, la vie des entreprises et les finances personnelles. Les Affaires publie de nombreux cahiers spéciaux par année autour d'une foule de sujets tels la haute technologie, le développement économique régional, le financement de l'entreprise, etc.","Affaires, Les",zl4_small.gif,2024-11-15T00:00:00,0229-3404,Canada,,2005-01-15T00:00:00,,Économie,Mensuel ou bimensuel,2024-11-01T00:00:00
PPD_P,The Agassiz-Harrison Observer (BC),Il représente la voix des communautés en pleine croissance d'Agassiz et Harrison Hot Springs. Il est distribué le mardi dans plus de 4000 foyers. L'Observer vu le jour en mars 1990.,"Agassiz-Harrison Observer, The (BC)",ppd_small.gif,2024-11-29T00:00:00,1194-448X,Canada,,2019-09-05T00:00:00,,Généraliste,Hebdomadaire,2024-11-22T00:00:00
GG_P,L'AGEFI Actifs,"L'AGEFI Actifs, mensuel de référence des professionnels du patrimoine, analyse l'actualité ainsi que les évolutions juridiques et fiscales du secteur, détaille les nouveaux produits innovants et propose des cas pratiques.","AGEFI Actifs, L'",gg4_small.gif,2024-11-15T00:00:00,1627-4857,France,,2010-10-29T00:00:00,,Économie,Mensuel ou bimensuel,2024-10-18T00:00:00
AAB_P,L'AGEFI alpha,Le magazine de référence pour les professionnels de l’investissement.,"AGEFI alpha, L'",aab_small.gif,2024-11-21T00:00:00,,France,,2023-02-01T00:00:00,,Économie,Mensuel ou bimensuel,2024-10-24T00:00:00
AAD_P,L'AGEFI Cash & Risk,"Toute l’actualité du cash management, du financement des entreprises et de la gestion du risque : opérations financières innovantes, paiements, affacturage, veille réglementaire, nouveaux produits, nominations.","AGEFI Cash & Risk, L'",,2024-11-08T00:00:00,,France,,2023-06-07T00:00:00,,"Finance, gestion, assurance",Semestriel,2024-05-31T00:00:00
GH_P,L'AGEFI Hebdo,"L'AGEFI Hebdo, l'hebdomadaire professionnel dédié à tous les métiers de la finance, permet à son lectorat de retrouver toute l'actualité financière décryptée et commentée, des avis d'experts, des dossiers thématiques, des analyses techniques. L'AGEFI Hebdo constitue pour les professionnels de la finance un véritable outil de veille stratégique sur leur secteur.","AGEFI Hebdo, L'",gh_small.gif,2023-02-16T00:00:00,1777-165X,France,,2010-11-11T00:00:00,2023-02-16T00:00:00,Économie,Hebdomadaire,2023-02-09T00:00:00
AAC_P,L'AGEFI Private Equity,"L’actualité du private equity : capital-développement, LBO, venture, dette privée, levées de fonds, deals en France et en Europe.","AGEFI Private Equity, L'",,2024-09-09T00:00:00,,France,,2023-03-31T00:00:00,,"Finance, gestion, assurance",Semestriel,2024-03-29T00:00:00
GA_P,L'AGEFI Quotidien - Édition de 7h,"L'AGEFI Quotidien propose l'essentiel de l'information des marchés financiers, l'actualité des émetteurs et de l'industrie financière ainsi qu'une revue de presse internationale. L'AGEFI Quotidien est disponible dès 7 heures et actualisé par un point d'information à 14 heures et 18h.","AGEFI Quotidien, L' - Édition de 7h",ga3_small.gif,2024-11-29T00:00:00,1776-3193,France,,2011-03-01T00:00:00,,Économie,Quotidien,2024-11-28T00:00:00
VNA_P,L'Aisne nouvelle,"Créé en 1944, L'Aisne Nouvelle est un journal français d'informations locales et départementales.","Aisne nouvelle, L'",vna_small.gif,2024-11-30T00:00:00,2107-7037,France,,2016-08-18T00:00:00,,Généraliste,Quotidien,2024-11-28T00:00:00
IAA_P,Ajax News Advertiser (ON),"Journal hebdomadaire local du Canada. Il sert à la fois Ajax, Pickering et une grande partie du territoire entre Toronto et Oshawa, dans le coin sud-ouest de la région de Durham. ",Ajax News Advertiser (ON),iaa2_small.gif,2023-09-14T00:00:00,0839-3397,Canada,,2019-02-13T00:00:00,2023-09-14T00:00:00,Généraliste,Hebdomadaire,2023-09-07T00:00:00
PPF_P,Alberni Valley News (BC),"Fondé en 2006, il dessert la communauté située au centre de l'île de Vancouver, à l'extrémité de l'anse Alberni. Cet hebdomadaire est livré à 12000 résidences et commerces de Sproat Lake, Cameron Heights, Cherry Creek et Beaver Creek.",Alberni Valley News (BC),ppf_small.gif,2024-11-27T00:00:00,0839-2706,Canada,,2019-08-21T00:00:00,,Généraliste,Hebdomadaire,2024-11-20T00:00:00
WAS_P,Alberta Sweetgrass,Alberta Sweetgrass est une publication mensuelle autochtone d'Edmonton en Alberta.,Alberta Sweetgrass,was_small.gif,2016-12-01T00:00:00,1199-6773,Canada,,2010-01-01T00:00:00,2016-12-01T00:00:00,Généraliste,Mensuel ou bimensuel,2016-11-01T00:00:00
UAF_P,Aldergrove Star (BC),"Aldergrove Star est publié vendredi. Il a été fondé en 1966 et dessert la région d'Algrove qui s'étend de la rivière Fraser au nord à la frontière américaine au sud, au cœur de la vallée du Fraser.",Aldergrove Star (BC),uaf_small.gif,2024-11-27T00:00:00,,Canada,,2019-08-15T00:00:00,,Généraliste,Hebdomadaire,2024-11-20T00:00:00
IAL_P,The Alliston Herald (ON),"Publié depuis 1871, le Alliston Herald diffuse à la fois des nouvelles, des informations, des événements et des profils de la communauté locale sur la population locale et les affaires, le sport tout en soutenant la croissance et le développement communautaire. Le Alliston Herald sert la ville d'Alliston avec les communautés comprenant Angus, Everett, Tottenham, Loretto, Mansfield et Beeton.","Alliston Herald, The (ON)",ial2_small.gif,2023-09-14T00:00:00,0834-5740,Canada,,2019-02-14T00:00:00,2023-09-14T00:00:00,Généraliste,Hebdomadaire,2023-09-07T00:00:00
IAF_P,"Almaguin News (Burk's Falls, ON)",L'Almaguin news est un hebdo payant couvrant la région des Amalguin Islands et du East Parry Sound en Ontario,"Almaguin News (Burk's Falls, ON)",iaf2_small.gif,2023-09-14T00:00:00,,Canada,,2019-02-07T00:00:00,2023-09-14T00:00:00,Généraliste,Hebdomadaire,2023-09-07T00:00:00
AAM_P,Ambiance (QC),Ambiance est un magazine bilingue de consommation publié dans le grand Montréal.,Ambiance (QC),aam_small.gif,2018-06-14T00:00:00,,Canada,,2016-03-17T00:00:00,2018-06-14T00:00:00,Consommation,Mensuel ou bimensuel,2018-05-17T00:00:00
MOA_P,AMC Le Moniteur Architecture,"AMC Le Moniteur Architecture est le premier mensuel d'architecture français destiné aux concepteurs et décideurs. AMC propose toute l'actualité de l'architecture, des dossiers d'aide à la conception, une matériauthèque en deux dimensions et un expert faisant le point sur les derniers développements informatiques.",AMC Le Moniteur Architecture,moa_small.gif,2024-11-15T00:00:00,0998-4194,France,,2024-03-06T00:00:00,,Industrie,Mensuel ou bimensuel,2024-10-11T00:00:00
AD_P,Amherst News (NS),"Depuis 1893, le Amherst News est au service des communautés du comté de Cumberland en Nouvelle-Écosse. L'hebdomadaire est la publication de choix dans les villes d'Amherst, de Parrsboro, de Springhill et d'Oxford et leur région, car c'est celui qui, parmi tous les organismes de collecte d'information du comté, offre la couverture la plus complète de nouvelles régionales et d'événements sportifs. Il présente une couverture exhaustive des communautés urbaine et rurale, en traitant d'événements reliés aussi bien à l'administration municipale, à l'éducation et aux soins de santé qu'au mode de vie des communautés rurales du comté. De plus, les rédacteurs et les chroniqueurs du journal livrent leurs commentaires et analyses approfondies sur les questions d'actualité, suscitant des échanges stimulants au sujet d'événements majeurs qui ont un impact sur la vie des résidents du comté. Lorsqu'un résident du comté de Cumberland souhaite obtenir rapidement des informations justes sur sa communauté, il consulte d'abord le Amherst News, qui compte des années d'expérience en collecte et en diffusion d'information dans son comté.",Amherst News (NS),ad6_small.gif,2020-03-25T00:00:00,,Canada,,2008-11-18T00:00:00,2020-03-25T00:00:00,Généraliste,Hebdomadaire,2020-03-18T00:00:00
MAM_P,L'Ami des Jardins et de la Maison,"L'Ami des Jardins et de la Maison est un magazine mensuel portant sur le jardinage.  Il conseille et donne les règles à suivre pour passer de la conception à la réalisation de son jardin, de sa terrasse et de son balcon. L'Ami des Jardins et de la Maison est le plus pratique et le plus complet des magazines de jardinage. Archives manquantes entre 2013 et 2020.","Ami des Jardins et de la Maison, L'",mam2_small.gif,2024-11-27T00:00:00,1277-7765,France,,2011-12-20T00:00:00,,Consommation,Mensuel ou bimensuel,2024-10-23T00:00:00
FA_P,Ancaster News (ON),"Au service de la communauté de Ancaster depuis 1967, dans la grande région de Hamilton en Ontario, le Ancaster News est l'une des sources locales préférées.",Ancaster News (ON),fa2_small.gif,2023-09-14T00:00:00,1205-3430,Canada,,2019-02-14T00:00:00,2023-09-14T00:00:00,Généraliste,Hebdomadaire,2023-09-07T00:00:00
NX_P,Annapolis Valley Register (NS),Annapolis Valley Register (NS) est un hebdomadaire régional desservant la ville et le comté d'Annapolis en Nouvelle-Écosse.,Annapolis Valley Register (NS),nx3_small.gif,2024-11-21T00:00:00,,Canada,,2006-04-13T00:00:00,,Généraliste,Hebdomadaire,2024-11-14T00:00:00
LAN_P,Antiquités Pratique,"Ce trimestriel représente un véritable guide pratique pour la  restauration et décoration de meubles. C’est un magazine à la fine pointe de la décoration intérieure, offrant des astuces et détaillant chaque étape pour parvenir à un résultat des plus réussi. Ce magazine a cessé de publier en novembre 2012",Antiquités Pratique,lan_small.gif,2012-03-05T00:00:00,2104-2446,France,,2011-08-24T00:00:00,2012-03-05T00:00:00,Consommation,Bimestriel ou trimestriel,2011-11-22T00:00:00
VB_P,"L'Aquilon (Yellowknife, TNO)",L'Aquilon est un journal hebdomadaire de langue française publié dans les Territoires du Nord-Ouest qui couvre l'actualité du Nord. La distribution principale est dans les Territoires du Nord-Ouest et au Nunavut. Le journal est imprimé à 900 copies (2012).,"Aquilon L' (Yellowknife, TNO)",vb_small.gif,2024-11-29T00:00:00,0834-1443,Canada,,2010-11-19T00:00:00,,Généraliste,Hebdomadaire,2024-11-22T00:00:00
LAR_P,Argent et Patrimoine,"Un magazine qui va au-delà de l'actualité boursière, Argent et Patrimoine est un guide trimestriel qui analyse les tendances du marché. Tous les aspects de la gestion sont évoqués : immobilier, bourse, fiscalité, assurance vie, retraite et succession. Il propose des plans d'investissement et offre des conseils pour gérer le plus efficacement possible argent et patrimoine.",Argent et Patrimoine,lar_small.gif,2012-07-03T00:00:00,1297-2398,France,,2012-01-05T00:00:00,2012-07-03T00:00:00,"Finance, gestion, assurance",Bimestriel ou trimestriel,2012-01-05T00:00:00
GIA_P,L'Argus de l'assurance,"Chaque semaine, L'Argus de l'Assurance suit l'actualité économique des différents secteurs de l'assurance, dans toutes leurs dimensions : stratégies des entreprises, évolution des marchés, tendance de consommation, produits nouveaux, évolutions juridiques, impact des nouvelles technologies, comparaison des savoir-faire, organisations innovantes et mouvements de dirigeants. Contenu disponible à 8h du matin.","Argus de l'assurance, L'",gia_small.gif,2024-11-29T00:00:00,1626-4428,France,,2010-10-22T00:00:00,,"Finance, gestion, assurance",Hebdomadaire,2024-11-22T00:00:00
FIA_P,ArMen,"Cette revue dédiée à la Bretagne et aux pays celtes propose des articles et des entretiens autour des thématiques du patrimoine, de la culture, de l'histoire et des traditions. 
",ArMen,fia_small.gif,2019-05-13T00:00:00,0297-8644,France,,2019-01-11T00:00:00,2019-05-13T00:00:00,Arts et culture,Bimestriel ou trimestriel,2019-03-11T00:00:00
IAI_P,Arnprior Chronicle-Guide (ON),"Le Arnprior Chronicle est un journal au service des communautés d'Arnprior Town, Braeside et White Lake, en Ontario.",Arnprior Chronicle-Guide (ON),iai2_small.gif,2023-09-14T00:00:00,0833-0832,Canada,,2019-02-14T00:00:00,2023-09-14T00:00:00,Généraliste,Hebdomadaire,2023-09-07T00:00:00
HZQ_P,"Arrow Lakes News (Nakusp, BC)","L'Arrow Lakes News a été fondé en juin 1922 par Frank S. Rouleau. Cet hebdomadaire est basé dans la communauté forestière de Nakusp, mais il rejoint les villages avoisinants de Burton, Arrow Park, Fauquier, Edgewood, New Denver, Siverton et Trout Lake.","Arrow Lakes News (Nakusp, BC)",,2024-11-28T00:00:00,,Canada,,2019-06-27T00:00:00,,Généraliste,Hebdomadaire,2024-11-21T00:00:00
IAE_P,Arthur Enterprise News (ON),"Arthur Enterprise News est un journal à Arthur, en Ontario, couvrant les nouvelles locales, les sports et les événements communautaires.",Arthur Enterprise News (ON),iae_small.gif,2019-08-29T00:00:00,0834-5724,Canada,,2019-02-14T00:00:00,2019-08-29T00:00:00,Généraliste,Hebdomadaire,2019-08-22T00:00:00
PPI_P,The Ashcroft Cache Creek Journal (BC),"Il est un des plus vieux hebdomadaires de la Colombie Britannique toujours en opération. Il a été fondé en 1895 sous le nom de BC Mining Journal. Le Ashcroft Journal dessert les communautés de Lytton, Spences Bridge, Logan Lake, Ashcroft, Cache Creek, Clinton, Walhachin et Savona. Le Journal parait le jeudi.","Ashcroft Cache Creek Journal, The (BC)",ppi_small.gif,2024-11-28T00:00:00,0824-6394,Canada,,2019-09-05T00:00:00,,Généraliste,Hebdomadaire,2024-11-21T00:00:00
AKN_P,Associations mode d'emploi,Le magazine dédié à l'univers associatif.,Associations mode d'emploi,akn_small.gif,2024-11-04T00:00:00,,France,,2024-02-02T00:00:00,,Politique et gouvernement,Mensuel ou bimensuel,2024-10-01T00:00:00
KG_P,Atlantic Boating News,"Atlantic Boating news est pour ceux qui aiment être sur l'eau. Avec des dizaines de milliers de kilomètre de voies navigables côtières et un siècle de navigation en tant que passe-temps, la population de l'Atlantique canadien aime naviguer. Le bimensuel Atlantic Boating News a été redessiné avec une foule de nouveau contenu et devient une des sources privilégiées pour l'information sur la culture nautique dans les provinces maritimes. Parmi les éléments éditoriaux réguliers on comprend : des événements nautiques, des cartes météorologiques marines, des cartes de marinas, des galeries photos, des petites annonces et plus encore.",Atlantic Boating News,kg_small.gif,2011-11-01T00:00:00,1483-4723,Canada,,2011-09-01T00:00:00,2011-11-01T00:00:00,Industrie,Mensuel ou bimensuel,2011-09-01T00:00:00
KQ_P,Atlantic Fisherman,"L'Atlantique canadien a été façonné par l'industrie de la pêche pendant des centaines d'années. Des pionniers jusqu'aux développements récents dans les secteurs de la pêche et de l'aquaculture, Atlantic Fisherman donne une voix aux travailleurs de l'industrie depuis plus de 25 ans. En plus des nouvelles de la pêche de l'Île-du-Prince-Édouard, du Nouveau-Brunswick, de la Nouvelle-Écosse et de Terre-Neuve-et-Labrador, Atlantic Fisherman offre aussi des nouvelles internationales sur les pêcheries régionales. Deux fois par année, ce journal mensuel analyse l'industrie de la construction navale dans les Maritimes. La section des annonces classées gratuites et du marché marin sont aussi des coups de cœurs parmi les lecteurs.",Atlantic Fisherman,kq_small.gif,2018-03-01T00:00:00,0833-840X,Canada,,2011-08-01T00:00:00,2018-03-01T00:00:00,Agriculture et foresterie,Mensuel ou bimensuel,2018-02-01T00:00:00
IAJ_P,The Aurora Banner (ON),The Aurora Banner est un journal communautaire desservant la municipalité d'Aurora,"Aurora Banner, The (ON)",iaj2_small.gif,2023-09-14T00:00:00,0844-4072,Canada,,2019-01-24T00:00:00,2023-09-14T00:00:00,Généraliste,Hebdomadaire,2023-09-07T00:00:00
ZD_P,"The Aurora (Labrador City, NL)",The Aurora est un hebdomadaire. Il dessert les villes de Labrador City et de Wabush dans l'Ouest du Labrador dans la province de Terre-Neuve.,"Aurora, The (Labrador City, NL)",zd2_small.gif,2019-04-15T00:00:00,1485-0990,Canada,,2006-09-18T00:00:00,2019-04-15T00:00:00,Généraliste,Hebdomadaire,2019-04-08T00:00:00
FX_P,"L'Aurore boréale (Whitehorse, YT)",L'Aurore boréale est un journal de langue française publié deux fois par mois au Yukon qui couvre l'actualité francophone dans le territoire.,"Aurore boréale, L' (Whitehorse, YT)",fx3_small.gif,2024-11-21T00:00:00,1917-6686,Canada,,2011-01-19T00:00:00,,Généraliste,Mensuel ou bimensuel,2024-11-07T00:00:00
MAP_P,Auto Plus,"Auto Plus est un magazine hebdomadaire qui traite de l'actualité automobile. C'est un magazine au service de ses lecteurs, à la fois descriptif et prescripteur. Archives manquantes entre 2013 et 2020.",Auto Plus,map_small.gif,2024-11-29T00:00:00,0992-8154,France,,2011-10-31T00:00:00,,Consommation,Hebdomadaire,2024-11-22T00:00:00
MAC_P,Auto Plus Classiques,"Magazine axé sur la vente automobile, offrant des tests et des critiques pour les futurs acheteurs de voitures neuves et d'occasion.",Auto Plus Classiques,mac_small.gif,2024-11-15T00:00:00,2119-3290,France,,2020-03-05T00:00:00,,Consommation,Bimestriel ou trimestriel,2024-10-11T00:00:00
MAQ_P,L'Auto-Journal Évasion et 4×4,L'Auto-Journal Évasion et 4x4 est une édition spéciale du magazine L'Auto-Journal consacrée aux véhicules 4×4. Archives manquantes entre 2013 et 2020.,"Auto-Journal Évasion et 4×4, L'",maq_small.gif,2024-09-13T00:00:00,2106-9964,France,,2011-12-08T00:00:00,,Consommation,Bimestriel ou trimestriel,2024-06-21T00:00:00
MAU_P,L'Auto-Journal,"Créé en 1950, L'Auto-Journal est un magazine bimensuel consacré à l'automobile Il s'adresse autant au grand public qu'aux spécialistes. Il est apprécié pour sa fonction de conseil, grâce à une expertise de haut niveau. Archives manquantes entre 2013 et 2020.","Auto-Journal, L'",mau2_small.gif,2024-11-28T00:00:00,0005-0768,France,,2011-11-03T00:00:00,,Consommation,Mensuel ou bimensuel,2024-11-14T00:00:00
GIC_P,L'Automobile et l'entreprise,"Le magazine propose des articles sur la gestion, l'achat d'un parc automobile dans les entreprises, des tests de véhicules et des témoignages de gestionnaires.","Automobile et l'entreprise, L'",gic_small.gif,2024-12-01T00:00:00,1259-3095,France,,2014-02-01T00:00:00,,Industrie,Mensuel ou bimensuel,2024-11-01T00:00:00
LAT_P,Automobile Revue,"Depuis 2002, Automobile Revue est le guide pratique des nouveautés automobiles. Ce trimestriel propose un aperçut global  des derniers modèles sur le marché ainsi que des conseils claires et pratiques pour faire le bon choix lors de l'acquisition d'un véhicule. On  retrouve également les constructeurs associé au milieu de l'automobile, tel que Fiat, Citroën, Honda et Chrysler.",Automobile Revue,lat_small.gif,2014-05-01T00:00:00,1637-6129,France,,2011-10-18T00:00:00,2014-05-01T00:00:00,Consommation,Bimestriel ou trimestriel,2012-04-26T00:00:00
